SampleID,Sp1*,Sp2*,Sp3*,Sp4*,Sp5*,Sp6*,Sp7*,Sp8*,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34*,Sp35*,Sp36*,Sp37*,Sp38*,Cal1,Cal2,Exclude,Exclude,Exclude
GC2601097,2.51948,2.48147,2.43819,2.39447,2.35246,2.31436,2.27972,2.24928,2.22615,2.21256,2.21213,2.22765,2.25139,2.26237,2.24818,2.22496,2.2209,2.25957,2.34031,2.4377,2.50925,2.53387,2.52649,2.50186,2.46456,2.42137,2.37852,2.33729,2.29615,2.25843,2.22712,2.20332,2.18871,2.18319,2.19339,2.24516,2.36854,2.54976,14.4,11.7,N,N,N
GC213097,2.3112,2.2757,2.24681,2.22351,2.20394,2.18564,2.16655,2.14841,2.13615,2.13481,2.14789,2.1761,2.20819,2.22544,2.22001,2.20924,2.21995,2.26914,2.35478,2.4486,2.51346,2.53466,2.52556,2.49983,2.46275,2.42183,2.38072,2.34153,2.30419,2.27135,2.24524,2.2272,2.21871,2.22098,2.24411,2.31161,2.44084,2.61381,13.3,11.8,N,N,N
W50,3.26073,3.18256,3.13156,3.08932,3.07336,3.00905,2.91912,2.81547,2.72161,2.65506,2.61004,2.59492,2.59017,2.58091,2.55081,2.522,2.50995,2.54752,2.61466,2.69448,2.75139,2.7512,2.75864,2.73459,2.71065,2.66426,2.64301,2.59028,2.56123,2.52487,2.49203,2.47897,2.46868,2.45929,2.48562,2.56006,2.69554,2.86634,16.3,9.8,N,N,N
259,2.9875,2.91444,2.86929,2.83399,2.82522,2.76832,2.68578,2.5891,2.50253,2.44425,2.40926,2.4051,2.41211,2.41547,2.39715,2.38122,2.38762,2.44934,2.5351,2.62298,2.68276,2.68133,2.68308,2.65262,2.62417,2.57425,2.55061,2.49685,2.46812,2.43336,2.40385,2.39548,2.39027,2.38587,2.4174,2.49969,2.65103,2.84527,12.7,13.8,N,N,N
SW170.10.0,2.59476,2.54034,2.49516,2.45904,2.4287,2.39985,2.36782,2.33414,2.30755,2.29637,2.30809,2.34379,2.38546,2.40341,2.38687,2.36251,2.36716,2.42653,2.53663,2.65774,2.73026,2.74475,2.72505,2.685,2.63127,2.57248,2.51221,2.45316,2.39754,2.34868,2.30633,2.27492,2.25626,2.25191,2.27686,2.36383,2.53292,2.74989,10.2,10.3,N,N,N
258A,2.89672,2.83198,2.7963,2.77103,2.77362,2.7288,2.65709,2.56988,2.49259,2.44433,2.42047,2.42787,2.44594,2.45972,2.45149,2.44708,2.46982,2.55178,2.65336,2.74833,2.80925,2.80501,2.80117,2.76429,2.72991,2.6743,2.64602,2.58888,2.5581,2.52286,2.49425,2.48786,2.48516,2.48395,2.52024,2.61135,2.77918,2.99481,10.5,16,N,N,N
11170.14.9,2.74153,2.65809,2.58482,2.52066,2.46347,2.41063,2.35838,2.30768,2.26422,2.23357,2.22223,2.23218,2.24868,2.24784,2.22238,2.19258,2.18651,2.2244,2.30462,2.39663,2.4532,2.46568,2.45259,2.42248,2.37927,2.33048,2.27951,2.22852,2.18037,2.1379,2.10105,2.07361,2.05685,2.05275,2.07392,2.15029,2.29527,2.47707,15.3,9.8,N,N,N
6010.15.1,2.83546,2.74744,2.66955,2.60165,2.54133,2.48505,2.4288,2.3736,2.32586,2.29226,2.27902,2.28853,2.30416,2.30165,2.27381,2.24189,2.23468,2.27299,2.354,2.44519,2.49929,2.50905,2.49354,2.46076,2.41385,2.36079,2.30583,2.25035,2.19772,2.15149,2.11197,2.0829,2.06644,2.0636,2.088,2.17026,2.32565,2.51945,15.4,10.1,N,N,N
GC2601024,2.62759,2.57748,2.53162,2.48855,2.45068,2.41561,2.38131,2.35102,2.32894,2.31715,2.31863,2.33677,2.3626,2.37369,2.35735,2.33079,2.32335,2.35922,2.44089,2.54552,2.62497,2.65447,2.65067,2.62878,2.59291,2.55048,2.50785,2.46681,2.42513,2.3866,2.35466,2.33038,2.31557,2.31075,2.32269,2.37917,2.50956,2.69752,16.2,10.2,N,N,N
1045,2.69904,2.6525,2.60936,2.57094,2.5395,2.51293,2.48685,2.4597,2.43682,2.42306,2.42236,2.43674,2.45856,2.46824,2.45481,2.43329,2.42911,2.46289,2.53297,2.61728,2.68134,2.70615,2.70244,2.68217,2.64922,2.60978,2.56988,2.53048,2.4914,2.45588,2.42764,2.40727,2.39562,2.39241,2.40365,2.45259,2.56628,2.7298,14.9,12.2,N,N,N
1013.11.5,2.88943,2.79387,2.711,2.63929,2.57589,2.51782,2.46117,2.4065,2.36044,2.32984,2.32104,2.33602,2.35902,2.36311,2.33841,2.30745,2.30408,2.35152,2.44653,2.55393,2.61935,2.63184,2.61264,2.57406,2.52224,2.46503,2.40616,2.34808,2.29363,2.24603,2.20476,2.17365,2.1542,2.14884,2.17137,2.25465,2.41608,2.6252,11.7,10.3,N,N,N
1069,2.60783,2.56329,2.52257,2.48671,2.45744,2.4331,2.40925,2.38412,2.36357,2.35304,2.35673,2.37675,2.40479,2.41977,2.40985,2.3919,2.3934,2.43719,2.52062,2.61678,2.68622,2.70979,2.70208,2.67719,2.63972,2.59632,2.55336,2.51165,2.47057,2.43317,2.40344,2.38238,2.37095,2.36884,2.38241,2.43656,2.56077,2.73936,13.9,12.2,N,N,N
GC214091,2.78621,2.73765,2.69682,2.66292,2.63154,2.60157,2.5713,2.54282,2.52109,2.51195,2.51955,2.54476,2.5751,2.58772,2.57378,2.55276,2.55524,2.60135,2.69218,2.79856,2.87424,2.89882,2.88845,2.85864,2.81549,2.76765,2.7189,2.67269,2.62741,2.58665,2.5532,2.52842,2.51446,2.5136,2.53729,2.6125,2.7585,2.95709,13.9,10.1,N,N,N
GC214068,2.63201,2.58544,2.54579,2.51255,2.4821,2.45286,2.42324,2.39561,2.3747,2.36478,2.36921,2.389,2.41292,2.42125,2.40527,2.38156,2.37673,2.41002,2.48731,2.58364,2.65316,2.67596,2.66768,2.64237,2.60509,2.56377,2.52215,2.48233,2.44289,2.40621,2.37515,2.35071,2.33569,2.33191,2.35006,2.41319,2.53615,2.6996,14.7,7.6,N,N,N
CAL,2.75666,2.68575,2.62473,2.57042,2.52243,2.4786,2.43422,2.38983,2.35153,2.32545,2.31749,2.32988,2.34789,2.34897,2.32795,2.30369,2.30225,2.34124,2.41602,2.49825,2.54792,2.55939,2.54993,2.52645,2.4908,2.45021,2.40854,2.36661,2.32359,2.28489,2.25359,2.23242,2.22283,2.22496,2.25237,2.33316,2.48238,2.66723,16.9467,10.7,N,N,N
148,3.17454,3.09544,3.04465,3.00437,2.99156,2.93193,2.84662,2.74708,2.65802,2.59823,2.56306,2.55997,2.56824,2.57207,2.55466,2.54251,2.55718,2.63077,2.72572,2.81726,2.87677,2.87245,2.86985,2.83433,2.8001,2.7444,2.71557,2.65739,2.62501,2.58814,2.55795,2.55025,2.54669,2.54454,2.58018,2.67136,2.8388,3.05355,13,15.7,N,N,N
GC214030,2.41617,2.37376,2.3385,2.30953,2.28477,2.26174,2.2381,2.21585,2.19967,2.19507,2.20587,2.23268,2.26451,2.28286,2.2782,2.26775,2.27933,2.33111,2.42039,2.51768,2.58505,2.60642,2.59465,2.56449,2.52414,2.48065,2.43761,2.39758,2.35987,2.32668,2.3005,2.28197,2.27238,2.27352,2.29509,2.36133,2.49103,2.66731,8.9,12.1,Y,Y,Y
2701028,2.87811,2.8223,2.77179,2.72726,2.6869,2.6496,2.61362,2.57835,2.54984,2.53418,2.5357,2.55577,2.58484,2.59897,2.58241,2.55294,2.54397,2.58248,2.67137,2.78341,2.86407,2.8906,2.88111,2.85156,2.81002,2.76378,2.71872,2.67543,2.63206,2.59134,2.55729,2.53069,2.51305,2.50546,2.5163,2.5724,2.70165,2.88779,9.1,9.86,N,N,N
W5A,2.83013,2.76328,2.7243,2.69415,2.69061,2.63828,2.56001,2.46737,2.38477,2.33013,2.29808,2.29646,2.30507,2.30814,2.28855,2.26944,2.26977,2.32288,2.40321,2.49154,2.55464,2.55803,2.56571,2.54085,2.51676,2.47053,2.44983,2.39824,2.37082,2.33673,2.30697,2.29741,2.29079,2.28521,2.31551,2.39457,2.53795,2.71934,13.9,11.7,N,N,N
4406.14.0,3.05048,2.96605,2.89272,2.82831,2.76978,2.71471,2.65975,2.60548,2.55877,2.5254,2.5115,2.52036,2.53568,2.53212,2.50126,2.46493,2.45352,2.48881,2.57303,2.67396,2.73624,2.75005,2.73655,2.70576,2.66211,2.61401,2.56503,2.51667,2.46745,2.42223,2.38397,2.35509,2.33797,2.33476,2.35956,2.44527,2.60617,2.81188,14.5,9,N,N,N
12607.11.1,2.92052,2.82788,2.74888,2.68426,2.62562,2.57039,2.5143,2.45941,2.41343,2.3841,2.37803,2.39715,2.424,2.4299,2.40441,2.37146,2.36676,2.4166,2.51823,2.63456,2.70615,2.72243,2.70592,2.66977,2.62065,2.56736,2.5133,2.46033,2.40768,2.36039,2.32057,2.29117,2.27449,2.2729,2.30044,2.3924,2.56645,2.79168,11.4,10,N,N,N
SW101.10.6,2.65605,2.6008,2.55377,2.51476,2.48187,2.45019,2.41518,2.37849,2.34783,2.33074,2.33462,2.36097,2.39353,2.40437,2.38357,2.35509,2.35229,2.39907,2.49582,2.60641,2.67378,2.68865,2.67337,2.63993,2.59359,2.54273,2.49117,2.44034,2.39,2.34422,2.30507,2.27591,2.25854,2.25542,2.2802,2.36357,2.52371,2.72661,10.9,9.5,Y,Y,Y
SW147.9.6,2.56549,2.51432,2.47179,2.4376,2.4089,2.38163,2.35151,2.31915,2.29363,2.28312,2.29491,2.32985,2.37075,2.38903,2.37394,2.35092,2.35555,2.41246,2.51725,2.63132,2.69905,2.71259,2.6936,2.65511,2.60321,2.54584,2.48667,2.4284,2.37427,2.32671,2.28519,2.25406,2.23497,2.22984,2.25277,2.33457,2.4943,2.69684,9.8,10.4,N,N,N
GC2601078,2.17624,2.13821,2.10624,2.07584,2.04611,2.01933,1.99507,1.97428,1.96064,1.95737,1.96943,1.99842,2.03645,2.06112,2.05551,2.03631,2.03705,2.08511,2.18165,2.29877,2.38554,2.41646,2.40866,2.37992,2.33941,2.29458,2.25091,2.21,2.16983,2.13264,2.10149,2.07725,2.06156,2.05488,2.06421,2.11459,2.23729,2.4203,9.3,11,Y,Y,Y
2701029,2.71461,2.6695,2.62932,2.59413,2.56238,2.53337,2.50492,2.47626,2.45345,2.4423,2.44683,2.46837,2.49791,2.51289,2.49913,2.47409,2.4696,2.51061,2.59739,2.70256,2.77733,2.8017,2.79238,2.76421,2.72468,2.68077,2.63806,2.59714,2.5563,2.51815,2.48695,2.46307,2.44777,2.44171,2.4528,2.50718,2.6321,2.81224,9.0636,10.80805,N,N,N
GC213063,2.52997,2.48305,2.44466,2.41263,2.38504,2.35914,2.33271,2.30764,2.28953,2.28454,2.29707,2.32758,2.36415,2.38567,2.38095,2.36857,2.38038,2.43748,2.53797,2.64968,2.72673,2.74993,2.73554,2.70131,2.65565,2.60745,2.56004,2.51617,2.47445,2.43762,2.40758,2.38621,2.37485,2.37535,2.39899,2.47159,2.61458,2.81038,8.7,11.6,N,N,N
W57,3.23885,3.15088,3.09023,3.03945,3.01614,2.94456,2.84708,2.73607,2.63585,2.56492,2.51792,2.50327,2.50034,2.49273,2.46219,2.4324,2.42338,2.47021,2.55029,2.64238,2.70621,2.70625,2.70936,2.67944,2.6501,2.59875,2.57344,2.51727,2.48512,2.44635,2.41196,2.39816,2.38802,2.37967,2.40898,2.49067,2.64206,2.83513,13.9,12.1,Y,Y,Y
7006.11.2,2.78429,2.69965,2.62723,2.56793,2.51401,2.4629,2.41048,2.35908,2.31598,2.28873,2.28387,2.30303,2.32961,2.33528,2.31014,2.27698,2.27014,2.31495,2.41188,2.52557,2.59599,2.61283,2.59914,2.56648,2.52151,2.47222,2.42278,2.3738,2.32472,2.27938,2.24099,2.21241,2.19552,2.19263,2.21844,2.30459,2.46659,2.67652,11.6,9.2,N,N,N
53B,2.40094,2.35532,2.33587,2.3242,2.3398,2.30711,2.24687,2.1702,2.10086,2.05615,2.03007,2.02963,2.03717,2.04637,2.04522,2.05327,2.08363,2.15899,2.23469,2.29577,2.33389,2.32234,2.32188,2.29333,2.26895,2.22472,2.20769,2.16207,2.14369,2.12071,2.10357,2.10717,2.11261,2.11649,2.15253,2.23238,2.37221,2.54298,14.8,22.2,N,N,N
11087.13.4,2.76801,2.68948,2.62146,2.56321,2.51217,2.46558,2.41944,2.37415,2.33536,2.30955,2.30221,2.31579,2.33587,2.33961,2.3184,2.29219,2.29033,2.33256,2.414,2.50417,2.56006,2.57352,2.56121,2.5332,2.49357,2.44946,2.40417,2.35964,2.31531,2.27574,2.24298,2.21999,2.2071,2.20681,2.23147,2.31223,2.46506,2.66128,13.5,11.1,N,N,N
GC2601003,3.0965,3.03952,2.98728,2.93791,2.88935,2.84401,2.80136,2.76195,2.72992,2.70796,2.69938,2.70671,2.72311,2.72775,2.70562,2.67122,2.65415,2.68019,2.75907,2.86897,2.94771,2.96784,2.9512,2.9156,2.86894,2.81913,2.77151,2.72716,2.6826,2.63975,2.60143,2.56894,2.54438,2.52966,2.53162,2.57689,2.69358,2.87528,9.8,8.2,Y,Y,Y
11077.11.2,2.87161,2.78946,2.71815,2.65604,2.60159,2.55166,2.50216,2.45324,2.4114,2.38365,2.37607,2.39053,2.41245,2.41767,2.39621,2.36966,2.37022,2.41927,2.51091,2.61055,2.67145,2.68492,2.66911,2.63678,2.59338,2.5459,2.49832,2.45235,2.40611,2.36444,2.33047,2.30655,2.29339,2.29331,2.3199,2.40613,2.56879,2.77887,11.3,11.4,N,N,N
CAL2,3.26387,3.16926,3.08529,3.01161,2.94458,2.88308,2.82137,2.76064,2.7077,2.66916,2.65161,2.65673,2.67031,2.66632,2.63746,2.6053,2.60074,2.64522,2.73357,2.83056,2.8866,2.89462,2.8758,2.8404,2.79331,2.74223,2.69155,2.64151,2.59105,2.5449,2.50746,2.48143,2.46795,2.46889,2.49872,2.59172,2.7672,2.99512,13.3,11.1,N,N,N
65,3.00304,2.92767,2.87989,2.84177,2.83189,2.77461,2.69075,2.59183,2.50219,2.44046,2.40144,2.39236,2.39404,2.39534,2.38179,2.37622,2.3967,2.47102,2.55662,2.63196,2.6789,2.66823,2.66336,2.62777,2.59516,2.54188,2.51578,2.46087,2.43277,2.40087,2.3758,2.37301,2.37406,2.37557,2.4126,2.50185,2.66317,2.8659,13.7,17.9,N,N,N
11014.14.2,2.88419,2.79128,2.70934,2.63786,2.57554,2.51762,2.46018,2.40384,2.35572,2.32213,2.30998,2.3208,2.33847,2.3384,2.31351,2.2857,2.28476,2.33074,2.41632,2.50801,2.56162,2.57091,2.55379,2.51933,2.47095,2.41673,2.36051,2.30429,2.25235,2.20694,2.16889,2.14183,2.1272,2.12624,2.15277,2.2372,2.39786,2.5985,14.3,11.4,N,N,N
GC214022,2.52295,2.47882,2.44142,2.41039,2.38322,2.35763,2.33181,2.30763,2.28927,2.28191,2.28897,2.31134,2.33794,2.35024,2.34033,2.32532,2.33129,2.37502,2.455,2.54465,2.6079,2.62919,2.62066,2.59535,2.55867,2.51794,2.47661,2.43711,2.3993,2.36579,2.33896,2.3198,2.3102,2.31115,2.33279,2.39913,2.52737,2.69786,13.5,11.1,N,N,N
4405.13.5,3.10291,3.0075,2.92395,2.85002,2.78278,2.71965,2.65716,2.59565,2.54146,2.50073,2.47936,2.48031,2.48855,2.48055,2.44779,2.4101,2.39718,2.43057,2.51031,2.60515,2.66355,2.67501,2.65917,2.62674,2.58257,2.53417,2.48533,2.43741,2.38932,2.34545,2.30853,2.28128,2.26565,2.26376,2.28927,2.37397,2.53264,2.73722,13.9,9.7,N,N,N
GC214024,2.74816,2.70099,2.66194,2.63067,2.60322,2.57751,2.55155,2.52715,2.50978,2.50528,2.51772,2.54798,2.58247,2.59887,2.58872,2.57223,2.5802,2.63218,2.72569,2.83149,2.90713,2.93425,2.92701,2.89955,2.85825,2.81124,2.76301,2.71696,2.67219,2.63256,2.60114,2.57911,2.56802,2.57014,2.59624,2.675,2.82598,3.03113,14.8,11.3,N,N,N
GC2601079,2.31675,2.27153,2.23442,2.20473,2.17509,2.14686,2.11886,2.09393,2.07719,2.07081,2.07843,2.10197,2.13379,2.15466,2.15101,2.13617,2.13862,2.1827,2.26843,2.37154,2.44808,2.47713,2.46927,2.44228,2.40383,2.36076,2.31839,2.27825,2.23913,2.20338,2.17394,2.15271,2.14046,2.1384,2.15216,2.20484,2.32059,2.4892,10.1,12,N,N,N
GC213069,2.69082,2.64575,2.60845,2.57763,2.55018,2.52406,2.4971,2.47192,2.45381,2.44866,2.46065,2.49042,2.52557,2.54338,2.53309,2.51409,2.51812,2.56729,2.66499,2.78123,2.86345,2.88861,2.87584,2.84282,2.79779,2.7496,2.70161,2.65697,2.61301,2.57296,2.53943,2.51383,2.49866,2.49639,2.51855,2.59239,2.73635,2.93347,11.3,8.8,N,N,N
GC214056,2.5154,2.47124,2.4344,2.40376,2.37665,2.35051,2.32378,2.29901,2.28109,2.27469,2.28431,2.31057,2.34193,2.35775,2.34797,2.32991,2.33264,2.37688,2.46494,2.56956,2.64517,2.67016,2.65995,2.63066,2.59001,2.54616,2.50275,2.46162,2.42209,2.3861,2.356,2.33302,2.31915,2.31643,2.33581,2.40096,2.52967,2.70591,10,9.2,N,N,N
11676.14.7,2.91312,2.82775,2.75273,2.68662,2.6268,2.57067,2.51494,2.46035,2.41261,2.37787,2.36172,2.36732,2.37926,2.3734,2.34225,2.30615,2.29411,2.32674,2.40496,2.49819,2.55551,2.56774,2.55386,2.5236,2.47997,2.43205,2.3829,2.33406,2.28539,2.24127,2.20373,2.17571,2.15897,2.15529,2.17904,2.26102,2.41389,2.60886,15.2,9.2,N,N,N
GC2601067,2.96464,2.89668,2.83479,2.77671,2.72081,2.67005,2.62336,2.58001,2.54369,2.51659,2.50181,2.50161,2.50948,2.50696,2.48338,2.45277,2.43969,2.46488,2.53001,2.61365,2.67402,2.69089,2.67861,2.65041,2.61071,2.56736,2.52421,2.48199,2.43987,2.4008,2.3673,2.34029,2.32134,2.31069,2.31508,2.35905,2.46968,2.63653,13.6,10.6,Y,Y,Y
2701047,2.92481,2.87514,2.82967,2.78926,2.75287,2.7194,2.687,2.65489,2.62804,2.61105,2.60702,2.61791,2.63531,2.63898,2.61903,2.59138,2.58088,2.60755,2.67321,2.75701,2.81774,2.8379,2.83157,2.80955,2.77555,2.73609,2.6969,2.65841,2.61924,2.58253,2.55225,2.52887,2.51384,2.50735,2.51668,2.5662,2.67978,2.84048,14.352,9.74758,N,N,N
GC214002,2.55076,2.50247,2.46173,2.42779,2.3976,2.36891,2.33982,2.3124,2.29171,2.28377,2.29256,2.31843,2.35007,2.36701,2.35811,2.34073,2.34558,2.39391,2.48697,2.59497,2.67157,2.6955,2.68264,2.65035,2.60722,2.56153,2.5161,2.47386,2.43315,2.39646,2.36631,2.3437,2.33069,2.32889,2.34971,2.41807,2.55375,2.74068,9.1,10.1,N,N,N
7013.16.8,3.14997,3.04419,2.95052,2.87088,2.79582,2.7244,2.65335,2.5844,2.52419,2.47901,2.45496,2.45419,2.46058,2.44821,2.41141,2.37078,2.35452,2.38428,2.45973,2.55044,2.60663,2.61967,2.6093,2.58191,2.54058,2.49398,2.44572,2.39708,2.3477,2.30271,2.26501,2.23782,2.22294,2.22218,2.24978,2.3375,2.49672,2.69515,17.3,9.2,N,N,N
W172,3.0249,2.95143,2.90517,2.86766,2.85634,2.79613,2.7099,2.60977,2.52005,2.45818,2.41873,2.41019,2.41205,2.40773,2.38063,2.35462,2.34737,2.39265,2.4696,2.55891,2.62152,2.62295,2.62933,2.60293,2.57641,2.52739,2.50391,2.44922,2.41866,2.38136,2.34788,2.33456,2.32433,2.31555,2.34321,2.42074,2.56255,2.74152,15.6,10.3,N,N,N
GC213076,2.42801,2.387,2.35352,2.32593,2.30217,2.28012,2.25786,2.23702,2.22237,2.21926,2.23114,2.25903,2.29109,2.30757,2.30073,2.28888,2.29944,2.34972,2.43776,2.53493,2.60206,2.62384,2.61429,2.58731,2.54868,2.50614,2.46328,2.42285,2.38348,2.34896,2.32119,2.30194,2.29232,2.29383,2.31699,2.38671,2.52063,2.70014,13.5,11,N,N,N
GC2601082,2.56159,2.51333,2.47007,2.42848,2.38836,2.35203,2.31816,2.28701,2.26315,2.24944,2.24952,2.26581,2.29037,2.30154,2.28568,2.25928,2.25232,2.28947,2.37379,2.48031,2.55732,2.58124,2.57067,2.54201,2.50169,2.4568,2.41343,2.37227,2.33091,2.29142,2.25813,2.23177,2.21378,2.20548,2.21352,2.26413,2.38676,2.5681,12,9.6,N,N,N
W13,3.25024,3.17234,3.12212,3.08092,3.06522,3.00087,2.90999,2.80528,2.71097,2.64622,2.60478,2.59573,2.59825,2.59365,2.56397,2.53383,2.5225,2.5671,2.64868,2.74489,2.81133,2.81291,2.81737,2.78802,2.75874,2.70724,2.68134,2.62434,2.59095,2.55049,2.51363,2.49711,2.48447,2.47393,2.50193,2.58263,2.73067,2.91761,14.3,9.2,N,N,N
11672.15.4,2.99208,2.90443,2.82767,2.75981,2.69904,2.6424,2.58644,2.53139,2.48343,2.44819,2.4317,2.43692,2.4483,2.44292,2.4134,2.37994,2.37031,2.40446,2.4803,2.56853,2.62347,2.63625,2.62387,2.59571,2.55448,2.50838,2.46086,2.4136,2.36631,2.32397,2.28843,2.26296,2.24808,2.24686,2.27185,2.35417,2.50822,2.70158,15.8,10,N,N,N
11537.15.1,2.62832,2.54798,2.4771,2.41499,2.36037,2.3099,2.26016,2.21137,2.1692,2.13983,2.12902,2.13876,2.15458,2.15461,2.13263,2.10963,2.11295,2.15995,2.24037,2.32381,2.37458,2.38594,2.37296,2.34497,2.30487,2.26046,2.21487,2.17003,2.12573,2.0871,2.05653,2.03685,2.02807,2.03217,2.06155,2.14849,2.30831,2.50883,15,12.7,N,N,N
W149,3.29853,3.21552,3.1611,3.11684,3.09973,3.03441,2.94301,2.8378,2.74461,2.68212,2.64507,2.64203,2.65076,2.65107,2.62263,2.59237,2.58354,2.63402,2.72536,2.83389,2.90909,2.91431,2.91906,2.88823,2.85679,2.80309,2.77524,2.71647,2.68132,2.63924,2.60117,2.58348,2.56932,2.55782,2.58594,2.66912,2.82402,3.02306,12.7,9.4,N,N,N
1080,3.06607,3.01446,2.96733,2.9253,2.89004,2.85967,2.82979,2.79913,2.77503,2.7643,2.77177,2.79925,2.837,2.85927,2.8482,2.82275,2.81882,2.86607,2.96704,3.09158,3.18261,3.21323,3.2035,3.17202,3.12688,3.07609,3.02629,2.97827,2.9305,2.88539,2.84794,2.81941,2.8014,2.79473,2.80775,2.86871,3.0111,3.22024,10.4,10.2,N,N,N
GC2601007,2.80745,2.74587,2.69209,2.64737,2.60404,2.56419,2.52561,2.48789,2.45696,2.43647,2.42972,2.43838,2.45531,2.46254,2.44725,2.42092,2.40978,2.43698,2.50667,2.59938,2.66919,2.69269,2.6812,2.65095,2.60822,2.55986,2.51098,2.46344,2.41795,2.37822,2.34344,2.31525,2.29527,2.28534,2.29149,2.33594,2.44135,2.59943,11.1,9.2,N,N,N
GC2601047,2.46486,2.41394,2.37151,2.33663,2.30253,2.26987,2.23832,2.21092,2.19296,2.18567,2.19122,2.21221,2.24054,2.25556,2.24682,2.2295,2.23,2.26987,2.34846,2.44245,2.51189,2.53927,2.5354,2.51478,2.48073,2.43942,2.39732,2.35607,2.31505,2.27767,2.24699,2.22557,2.21427,2.21329,2.22938,2.28699,2.40957,2.58143,17.5,11.3,N,N,N
2701036,2.59473,2.552,2.51452,2.48275,2.45458,2.42865,2.40336,2.37831,2.35965,2.35323,2.36314,2.39087,2.42647,2.44528,2.4326,2.40748,2.40269,2.44421,2.53442,2.64617,2.72658,2.7543,2.74751,2.72114,2.68225,2.63824,2.59512,2.55332,2.51131,2.47217,2.43963,2.41441,2.39796,2.39144,2.40302,2.45926,2.58671,2.76786,10.4465,9.60044,N,N,N
WR10COLD,2.89373,2.83543,2.78286,2.73312,2.68506,2.64145,2.60103,2.56372,2.53388,2.51508,2.51155,2.52555,2.54957,2.56153,2.54485,2.51534,2.50604,2.5441,2.6318,2.74296,2.82567,2.853,2.84157,2.80896,2.76381,2.71357,2.66431,2.61755,2.57146,2.52895,2.49267,2.46359,2.44329,2.43261,2.43837,2.48902,2.61654,2.8135,9.4,10.6,N,N,N
11056.14.1,2.75853,2.67153,2.5955,2.52909,2.47121,2.41824,2.36649,2.31609,2.27292,2.24347,2.23335,2.245,2.2634,2.26614,2.24522,2.2212,2.22328,2.27028,2.35358,2.44257,2.49823,2.51226,2.50065,2.47324,2.43376,2.3897,2.3444,2.30008,2.25611,2.21745,2.18671,2.166,2.15646,2.15887,2.18692,2.27119,2.43014,2.63335,14.1,12,N,N,N
SW127.8.8,2.73489,2.678,2.63015,2.59068,2.55602,2.52216,2.48517,2.44659,2.41592,2.40151,2.41098,2.44517,2.48622,2.50257,2.48088,2.4483,2.44409,2.49708,2.6101,2.74116,2.81849,2.83269,2.81108,2.76836,2.71199,2.65075,2.58818,2.52702,2.46909,2.41699,2.37006,2.33339,2.3091,2.30072,2.32297,2.40757,2.57467,2.7892,9.2,8.5,N,N,N
GC2601088,2.37235,2.33035,2.29475,2.26117,2.22829,2.19959,2.17416,2.15113,2.13548,2.13054,2.14029,2.16735,2.20247,2.22234,2.214,2.19614,2.19978,2.25097,2.34919,2.46397,2.54429,2.56866,2.55719,2.52783,2.48576,2.43837,2.39252,2.349,2.30602,2.26642,2.23347,2.20869,2.19376,2.18897,2.20074,2.2568,2.38928,2.5826,13.8,11.4,N,N,N
1066,2.79518,2.74966,2.70725,2.66869,2.63607,2.60772,2.57978,2.55099,2.52702,2.51288,2.51248,2.52797,2.55136,2.56152,2.54565,2.51932,2.50972,2.53933,2.61106,2.70399,2.77528,2.80204,2.79779,2.77591,2.74088,2.69953,2.65807,2.61732,2.57627,2.53798,2.50648,2.48256,2.46744,2.46135,2.47131,2.52094,2.63719,2.80462,13.9,9.9,N,N,N
8012.11.6,2.63472,2.5546,2.48628,2.43184,2.38318,2.33756,2.29059,2.24417,2.20576,2.18242,2.18107,2.20266,2.2314,2.24005,2.21936,2.19186,2.19074,2.23988,2.33549,2.44287,2.51,2.52656,2.51364,2.48243,2.43886,2.39125,2.34282,2.29497,2.24746,2.20452,2.16892,2.14349,2.12965,2.12957,2.1568,2.24388,2.40697,2.61761,11.8,10.4,N,N,N
GC213090,2.43219,2.39419,2.36264,2.33733,2.31551,2.29493,2.27359,2.25299,2.23849,2.23495,2.2461,2.27269,2.3039,2.32079,2.31409,2.30071,2.30765,2.35455,2.44065,2.53825,2.6059,2.62655,2.61531,2.58656,2.54764,2.50556,2.46374,2.42445,2.38686,2.3533,2.32565,2.30538,2.2942,2.29407,2.3144,2.37891,2.50661,2.67836,10.9,10.5,N,N,N
W63,3.24428,3.15555,3.09481,3.04363,3.01928,2.94685,2.84884,2.73735,2.63665,2.56503,2.51729,2.5016,2.49769,2.48954,2.45862,2.42855,2.41936,2.46572,2.54374,2.6335,2.6969,2.69812,2.70221,2.67301,2.64426,2.59334,2.56824,2.5123,2.48033,2.44206,2.40833,2.39515,2.38545,2.37732,2.40653,2.48774,2.63818,2.83111,13.7,11.2,N,N,N
