SampleID,Sp1*,Sp2*,Sp3*,Sp4*,Sp5*,Sp6*,Sp7*,Sp8*,Sp9,Sp10,Sp11,Sp12,Sp13,Sp14,Sp15,Sp16,Sp17,Sp18,Sp19,Sp20,Sp21,Sp22,Sp23,Sp24,Sp25,Sp26,Sp27,Sp28,Sp29,Sp30,Sp31,Sp32,Sp33,Sp34*,Sp35*,Sp36*,Sp37*,Sp38*,Cal1,Cal2,Exclude,Exclude,Exclude
GC213016,2.66102,2.60827,2.56358,2.52566,2.49176,2.45971,2.42778,2.39819,2.37563,2.36486,2.36974,2.39109,2.41695,2.42642,2.41141,2.39088,2.39202,2.43309,2.5151,2.61141,2.68083,2.70514,2.69829,2.67318,2.63486,2.5911,2.54594,2.50244,2.46006,2.42199,2.3911,2.36873,2.35663,2.35644,2.37998,2.45132,2.58885,2.77271,15.7,9.9,N,N,N
1073,2.70978,2.66549,2.62463,2.58826,2.55805,2.53198,2.50631,2.47988,2.45806,2.44542,2.4456,2.46093,2.48358,2.49312,2.4785,2.45508,2.44771,2.47684,2.54428,2.63014,2.69599,2.72136,2.7187,2.69986,2.66789,2.62933,2.59006,2.55098,2.5117,2.47555,2.44592,2.42363,2.40989,2.40475,2.41453,2.46214,2.57296,2.73068,16.2,10.2,N,N,N
W64,3.22275,3.13533,3.07594,3.02535,3.00241,2.93115,2.8334,2.72188,2.62113,2.54947,2.50153,2.48531,2.4805,2.47213,2.44213,2.41366,2.40619,2.45347,2.5299,2.61601,2.67739,2.67789,2.68214,2.65366,2.62595,2.57592,2.55145,2.49615,2.4652,2.42801,2.39556,2.38376,2.37525,2.36797,2.3977,2.47866,2.62801,2.81931,13.8,11.7,N,N,N
1099,2.77909,2.73133,2.68706,2.64699,2.61335,2.58442,2.55618,2.52729,2.50268,2.48658,2.48224,2.49176,2.50813,2.51345,2.49864,2.47799,2.47384,2.50509,2.57064,2.64841,2.70362,2.72025,2.71177,2.68959,2.65639,2.61788,2.57969,2.54242,2.50544,2.47143,2.44403,2.42418,2.41288,2.40997,2.42115,2.46852,2.57768,2.73416,16.3,11.4,Y,Y,Y
GC2601035,2.3917,2.34587,2.30581,2.27518,2.2469,2.22351,2.20614,2.18462,2.16399,2.15632,2.16512,2.19095,2.22519,2.24773,2.2441,2.22841,2.22979,2.27213,2.35665,2.46019,2.53979,2.57341,2.57076,2.5485,2.51401,2.47349,2.43307,2.39385,2.35392,2.31667,2.28644,2.26505,2.25267,2.25055,2.26488,2.31897,2.43827,2.61111,12.4,11.6,N,N,N
SW182.11.4,2.72605,2.67229,2.62613,2.5884,2.55586,2.52443,2.49,2.45404,2.42468,2.40925,2.41428,2.44197,2.475,2.48556,2.46373,2.43336,2.42819,2.4727,2.5692,2.68123,2.74798,2.76106,2.74308,2.70591,2.65491,2.59862,2.54041,2.48294,2.4283,2.37963,2.33645,2.30329,2.28202,2.2749,2.29601,2.37578,2.53221,2.73307,11.8,8.7,N,N,N
GC213001,2.94885,2.89708,2.853,2.81749,2.78493,2.75354,2.72115,2.69027,2.66793,2.66114,2.67438,2.70883,2.75023,2.77262,2.76152,2.73863,2.74142,2.79661,2.90745,3.03965,3.13345,3.16155,3.14576,3.1076,3.05713,3.00299,2.94929,2.8998,2.85068,2.80571,2.76754,2.73854,2.72022,2.7165,2.73977,2.82098,2.9809,3.20588,7.8,9.2,N,N,N
1049,3.04793,2.99092,2.93784,2.88972,2.84909,2.81377,2.7791,2.74393,2.71436,2.69555,2.69115,2.70379,2.72481,2.73139,2.71152,2.68266,2.67226,2.70359,2.77951,2.87698,2.94939,2.97395,2.96755,2.9439,2.906,2.86114,2.81632,2.77202,2.72731,2.68534,2.65077,2.62482,2.60897,2.60346,2.61567,2.67182,2.80073,2.98434,16.8,9.5,N,N,N
1057,2.66761,2.62245,2.5809,2.54359,2.51254,2.48586,2.4593,2.43168,2.40916,2.3974,2.40052,2.42016,2.44852,2.4641,2.45203,2.42765,2.42072,2.4568,2.54075,2.64841,2.72761,2.75338,2.74389,2.71553,2.67553,2.63108,2.58786,2.54636,2.50527,2.46663,2.4343,2.4093,2.39308,2.38648,2.39647,2.44682,2.56615,2.74098,10.5,9.3,N,N,N
W217,3.15157,3.06835,3.01326,2.96753,2.94937,2.88337,2.79144,2.68584,2.5907,2.52432,2.48168,2.47081,2.4712,2.46722,2.44059,2.41522,2.41038,2.45993,2.53925,2.62817,2.69114,2.69307,2.69831,2.6708,2.64397,2.59455,2.57092,2.5165,2.48626,2.44962,2.41754,2.40602,2.39756,2.39056,2.42042,2.50121,2.65026,2.84062,13,11.6,Y,Y,Y
207,2.71999,2.65956,2.62542,2.60014,2.6016,2.55471,2.48114,2.39161,2.31037,2.25516,2.22089,2.21435,2.21719,2.22052,2.21027,2.20815,2.22925,2.29948,2.37745,2.44467,2.48732,2.47679,2.47538,2.44497,2.41844,2.37164,2.35167,2.30264,2.27984,2.25207,2.23051,2.23045,2.23284,2.23454,2.27033,2.35318,2.50021,2.68154,13.8,19.2,N,N,N
W131,3.30458,3.21916,3.16146,3.11251,3.09033,3.01982,2.92365,2.81362,2.71444,2.64349,2.59555,2.57907,2.57337,2.56223,2.52872,2.49601,2.48172,2.52057,2.59381,2.68207,2.74372,2.74364,2.74906,2.72169,2.69403,2.64385,2.61923,2.56325,2.53065,2.49094,2.45515,2.4395,2.42763,2.41768,2.44564,2.52537,2.67072,2.85337,16.2,9.5,N,N,N
2701043,2.59285,2.54336,2.49921,2.46091,2.42701,2.39647,2.36706,2.33777,2.31455,2.30314,2.30758,2.32951,2.35903,2.37309,2.35885,2.335,2.3323,2.37487,2.46193,2.56603,2.64037,2.66535,2.65743,2.6309,2.59197,2.54783,2.5046,2.46276,2.42101,2.38265,2.35169,2.32862,2.31478,2.31062,2.324,2.38108,2.51,2.69376,11.859,10.51,N,N,N
SW154.8.9,2.6446,2.58886,2.54142,2.50288,2.46913,2.43607,2.39977,2.36176,2.33012,2.31248,2.31544,2.34042,2.372,2.38274,2.36142,2.33022,2.32314,2.3661,2.46284,2.57654,2.64406,2.65711,2.63859,2.60191,2.55353,2.50146,2.44896,2.39737,2.34751,2.30167,2.26098,2.22946,2.20916,2.20294,2.22379,2.30118,2.45233,2.64719,9.3,8.5,N,N,N
58A,3.03747,2.95843,2.90674,2.86455,2.84916,2.78589,2.69753,2.59459,2.50164,2.43631,2.39331,2.38046,2.37888,2.37601,2.35659,2.3429,2.35312,2.41658,2.49727,2.57416,2.6246,2.6174,2.61588,2.58357,2.55366,2.50287,2.47868,2.4247,2.39657,2.36368,2.33687,2.33145,2.3294,2.3278,2.36156,2.44583,2.59948,2.79514,13.8,15.3,N,N,N
GC213077,2.74864,2.69496,2.64954,2.6112,2.57642,2.54358,2.51078,2.47974,2.45587,2.4445,2.44962,2.47273,2.50085,2.51293,2.50015,2.48184,2.48733,2.53607,2.62701,2.72986,2.80168,2.8242,2.81296,2.78249,2.73948,2.69186,2.64373,2.59793,2.5536,2.51437,2.48267,2.46009,2.44832,2.44917,2.47401,2.54996,2.69674,2.89398,14,10.8,N,N,N
GC214020,2.46082,2.41733,2.38104,2.35089,2.3244,2.29978,2.27478,2.25124,2.23375,2.22731,2.23578,2.25991,2.28831,2.30225,2.29423,2.28125,2.29039,2.33841,2.42208,2.51364,2.57783,2.59964,2.59085,2.56458,2.52697,2.48479,2.44214,2.40168,2.36304,2.32934,2.30281,2.28463,2.27586,2.27793,2.30054,2.36902,2.50059,2.67791,13.1,12.9,Y,Y,Y
1021,2.43009,2.39152,2.35557,2.32355,2.29826,2.27712,2.25555,2.23215,2.21292,2.20342,2.20779,2.22767,2.25568,2.27162,2.26123,2.23852,2.23145,2.26339,2.33755,2.43311,2.50703,2.53606,2.53308,2.51191,2.47885,2.44043,2.40219,2.36491,2.32778,2.29284,2.26416,2.24237,2.22853,2.22313,2.23253,2.27865,2.38745,2.5456,12.5,9.7,Y,Y,Y
SW188.9.8,2.55838,2.50636,2.4627,2.42788,2.39816,2.36945,2.33747,2.30354,2.27672,2.26525,2.27608,2.31071,2.35139,2.36867,2.35063,2.32303,2.32262,2.37631,2.48363,2.60526,2.67794,2.69261,2.67366,2.63456,2.58182,2.52383,2.46446,2.4059,2.35064,2.30173,2.25807,2.22501,2.20425,2.19826,2.22133,2.30484,2.46691,2.67456,10.1,9.2,N,N,N
SW177.9.0,2.71604,2.65933,2.61106,2.57127,2.53639,2.50268,2.46599,2.4278,2.39696,2.38141,2.38825,2.41893,2.45601,2.47003,2.44875,2.41735,2.41305,2.46337,2.57048,2.69505,2.76896,2.7824,2.76118,2.71975,2.66517,2.6061,2.54595,2.48735,2.43119,2.381,2.3362,2.30153,2.27902,2.27146,2.29344,2.37613,2.53928,2.75184,9.3,8.8,N,N,N
SW167.8.5,2.79556,2.74366,2.70006,2.66548,2.63607,2.6075,2.57581,2.54236,2.51576,2.50404,2.51439,2.5485,2.58902,2.60717,2.58988,2.56157,2.55912,2.61001,2.71638,2.83984,2.91348,2.92804,2.90818,2.86851,2.81639,2.75979,2.70211,2.64613,2.59251,2.5445,2.50144,2.46814,2.4466,2.43927,2.4604,2.54029,2.69876,2.90744,8.8,8.7,N,N,N
GC214065,2.71033,2.66297,2.62328,2.59008,2.5603,2.53193,2.50334,2.47627,2.4558,2.44718,2.45442,2.47872,2.5081,2.52157,2.5096,2.49061,2.49367,2.53818,2.62362,2.7224,2.79342,2.81807,2.80971,2.78204,2.74195,2.69709,2.6516,2.60793,2.56574,2.52809,2.49759,2.47515,2.46257,2.46158,2.48299,2.55297,2.69021,2.87639,12.8,10.3,N,N,N
W53,2.91205,2.84193,2.79945,2.76572,2.75813,2.70147,2.61861,2.52156,2.43465,2.37537,2.3383,2.33144,2.33486,2.33351,2.30996,2.28736,2.28318,2.33084,2.40742,2.49446,2.55625,2.55881,2.56709,2.54307,2.51974,2.47407,2.45394,2.40278,2.37546,2.34092,2.31025,2.29931,2.29106,2.28353,2.31202,2.38856,2.52786,2.70381,14.8,11,N,N,N
GC214089,2.65046,2.59866,2.55507,2.51848,2.48604,2.45605,2.42625,2.39825,2.37689,2.36735,2.37367,2.39687,2.42483,2.4378,2.42755,2.41251,2.42113,2.47076,2.55911,2.65654,2.72393,2.74552,2.73489,2.70611,2.66542,2.62023,2.57467,2.53156,2.49022,2.45379,2.4253,2.40526,2.39537,2.39728,2.42154,2.49424,2.63526,2.82812,13,11.8,N,N,N
GC2601040,2.35843,2.30696,2.26402,2.22962,2.19589,2.16474,2.13399,2.10559,2.08531,2.07569,2.08047,2.10175,2.13123,2.14893,2.1422,2.1251,2.12606,2.16856,2.25139,2.35072,2.42454,2.45363,2.44813,2.42445,2.38822,2.34593,2.30348,2.26213,2.22184,2.18546,2.1556,2.1346,2.12304,2.12177,2.13748,2.19368,2.31524,2.48877,13.3,12.2,N,N,N
1096,2.66932,2.61927,2.57254,2.53051,2.49556,2.46536,2.4357,2.40524,2.37904,2.36185,2.35745,2.36775,2.38533,2.39135,2.37568,2.35252,2.34612,2.37631,2.44146,2.52033,2.57991,2.60228,2.59764,2.57714,2.54405,2.5043,2.46384,2.42354,2.3837,2.34816,2.31957,2.29865,2.28645,2.28257,2.29302,2.34063,2.4515,2.61042,15.5,11.9,N,N,N
2701005,2.65354,2.60714,2.56588,2.53058,2.49957,2.47208,2.44537,2.41808,2.39671,2.3881,2.39697,2.42417,2.45994,2.48116,2.4729,2.4543,2.46018,2.51738,2.61948,2.73225,2.80913,2.83197,2.81821,2.78443,2.73936,2.69028,2.64301,2.5982,2.55449,2.51508,2.4839,2.46158,2.4489,2.44614,2.4612,2.52228,2.66088,2.86188,7.9889,12.16923,Y,Y,Y
11913.11.8,2.96414,2.86946,2.78758,2.71679,2.65456,2.59759,2.54159,2.48729,2.44145,2.41128,2.4037,2.42008,2.44444,2.44983,2.42632,2.39767,2.39849,2.45191,2.55171,2.66093,2.72671,2.73994,2.72063,2.68244,2.63104,2.5743,2.51629,2.45952,2.40587,2.35889,2.31938,2.29055,2.27407,2.27192,2.29811,2.38814,2.55941,2.78064,11.9,11,N,N,N
2701019,2.94471,2.89331,2.84637,2.80538,2.76913,2.73622,2.70391,2.67093,2.64371,2.62876,2.63011,2.64943,2.67717,2.68991,2.67356,2.64661,2.64127,2.68334,2.77237,2.87961,2.95513,2.97865,2.9679,2.93809,2.89609,2.84913,2.80313,2.75875,2.71425,2.67283,2.63901,2.61345,2.59757,2.59183,2.60443,2.6636,2.79788,2.99206,10.36,10.9126,N,N,N
W261,3.04987,2.972,2.92225,2.88193,2.86812,2.80564,2.7175,2.61556,2.52429,2.46195,2.42312,2.41576,2.41972,2.41841,2.39245,2.36566,2.3584,2.40593,2.48727,2.58241,2.65007,2.65377,2.65965,2.63196,2.60499,2.55576,2.53235,2.47834,2.44822,2.41104,2.37787,2.36459,2.35425,2.34528,2.37296,2.45089,2.59529,2.78146,13,10.4,N,N,N
8007.12.6,2.87827,2.79308,2.71926,2.65801,2.60166,2.5483,2.49368,2.43939,2.39286,2.36147,2.35186,2.36584,2.38713,2.3886,2.36145,2.32844,2.32279,2.36831,2.46103,2.56585,2.63044,2.64469,2.62957,2.59584,2.54942,2.49847,2.44683,2.39592,2.34508,2.29905,2.26074,2.23345,2.2187,2.21826,2.24685,2.33856,2.50961,2.73023,12.8,10.6,N,N,N
SW186.9.1,2.71664,2.66011,2.61252,2.57341,2.53926,2.50615,2.46983,2.43223,2.40193,2.38743,2.39516,2.42693,2.46493,2.47945,2.45882,2.42848,2.42515,2.47646,2.58413,2.70804,2.77998,2.79296,2.7721,2.7315,2.67807,2.62024,2.56146,2.50402,2.4491,2.39963,2.35529,2.32128,2.29917,2.29202,2.31428,2.39711,2.55904,2.76681,9.5,8.6,N,N,N
GC2601030,2.42441,2.37453,2.33041,2.29612,2.26376,2.23672,2.21585,2.19065,2.16601,2.1547,2.16041,2.18339,2.21555,2.237,2.23227,2.21435,2.21289,2.253,2.33799,2.44497,2.52737,2.56039,2.55528,2.53002,2.4925,2.45009,2.40875,2.36929,2.32888,2.29098,2.26033,2.23769,2.22312,2.2193,2.23189,2.28364,2.39979,2.57098,11.5,11.8,Y,Y,Y
W40,3.25654,3.16833,3.1071,3.05543,3.03069,2.95797,2.85997,2.7481,2.64706,2.57465,2.52567,2.50838,2.50312,2.49394,2.46299,2.43339,2.42424,2.46981,2.5464,2.63367,2.69473,2.6941,2.69711,2.66746,2.63878,2.58804,2.56313,2.50734,2.4759,2.43791,2.40438,2.39165,2.38233,2.37449,2.40351,2.48411,2.63291,2.82381,13.8,11.3,N,N,N
11539.13.5,2.59665,2.51711,2.44771,2.38757,2.33556,2.28791,2.24075,2.19403,2.15378,2.12622,2.11752,2.12935,2.14757,2.15064,2.13154,2.11047,2.11592,2.16569,2.24876,2.33404,2.38596,2.39748,2.38349,2.35459,2.3146,2.27058,2.22606,2.18226,2.13944,2.10163,2.07212,2.053,2.04481,2.04901,2.07882,2.16531,2.32481,2.52642,13.3,13.1,N,N,N
1028,2.96794,2.99447,2.94608,2.89869,2.85881,2.82432,2.79061,2.75613,2.72669,2.70778,2.70343,2.71533,2.73591,2.74535,2.73042,2.70609,2.70054,2.73809,2.81902,2.91716,2.98739,3.00827,2.99603,2.96593,2.92419,2.87776,2.83241,2.78885,2.74598,2.70601,2.6732,2.6486,2.63344,2.62791,2.63908,2.69185,2.81691,3.00257,11.8,11.1,N,N,N
138,2.72201,2.66418,2.63409,2.61326,2.61954,2.57702,2.50753,2.4226,2.34698,2.29826,2.27122,2.27338,2.28491,2.29256,2.2809,2.27307,2.28622,2.35054,2.43255,2.51255,2.56707,2.56468,2.56854,2.54149,2.51671,2.47035,2.44982,2.39885,2.37307,2.34171,2.31526,2.3095,2.30648,2.30361,2.33559,2.41497,2.5583,2.73796,13.8,14.6,N,N,N
201B,2.4376,2.3914,2.3717,2.36033,2.37476,2.34097,2.27998,2.20272,2.1327,2.08733,2.06085,2.0602,2.06804,2.07745,2.07578,2.08318,2.11304,2.18869,2.26551,2.32733,2.36505,2.35197,2.34885,2.31747,2.29094,2.24496,2.22637,2.17907,2.15944,2.13548,2.11719,2.11987,2.12448,2.12769,2.16279,2.24208,2.3824,2.55518,12.8,22,N,N,N
GC2601099,2.37847,2.33009,2.28782,2.25375,2.22215,2.1964,2.17654,2.15288,2.1303,2.12015,2.12548,2.14732,2.17717,2.19518,2.1889,2.17322,2.17524,2.21684,2.29733,2.39363,2.4666,2.49746,2.49508,2.47475,2.44177,2.40183,2.36134,2.32158,2.28136,2.24459,2.21512,2.19502,2.18476,2.18483,2.20133,2.25773,2.37864,2.54924,15.5,12.5,Y,Y,Y
12616.12.0,2.9725,2.87765,2.79625,2.72971,2.66922,2.61257,2.55519,2.49904,2.45172,2.42087,2.41331,2.43038,2.45519,2.45958,2.43338,2.40025,2.39546,2.44403,2.54257,2.65485,2.72465,2.74113,2.72619,2.6922,2.64507,2.5935,2.54137,2.49004,2.43871,2.39235,2.35401,2.32627,2.31123,2.31121,2.34017,2.43335,2.60827,2.83334,12.2,10.2,N,N,N
W146,3.18813,3.1087,3.05676,3.01393,2.99799,2.93356,2.84295,2.73853,2.64491,2.58012,2.53898,2.5297,2.53181,2.52818,2.49997,2.47117,2.46179,2.50753,2.58869,2.68471,2.75201,2.75441,2.75906,2.72984,2.7011,2.6505,2.62696,2.57368,2.54177,2.50274,2.46746,2.45219,2.4401,2.42962,2.45672,2.53509,2.68062,2.86761,13.1,9.9,N,N,N
GC213099,2.86014,2.80398,2.75715,2.71852,2.68327,2.64994,2.61689,2.5859,2.56186,2.55,2.55391,2.57546,2.60187,2.61319,2.60001,2.5807,2.58441,2.63013,2.71736,2.81767,2.88843,2.91122,2.90039,2.87069,2.82859,2.7821,2.73469,2.68994,2.64649,2.60789,2.57649,2.55396,2.54131,2.54162,2.5649,2.63834,2.7807,2.97586,13.6,10.5,N,N,N
GC2601077,3.24609,3.1732,3.10882,3.05416,3.00097,2.95105,2.9011,2.85456,2.81731,2.79096,2.77769,2.78043,2.79069,2.78876,2.76314,2.72754,2.70733,2.7251,2.7873,2.8766,2.94555,2.97045,2.96395,2.94048,2.9035,2.8594,2.8145,2.77053,2.72554,2.68291,2.64588,2.61702,2.59757,2.58973,2.60079,2.6558,2.77712,2.952,8.4,11.5,Y,Y,Y
145,2.75238,2.69161,2.65868,2.63512,2.63822,2.59281,2.52101,2.43412,2.35688,2.30746,2.28036,2.28327,2.29594,2.30362,2.2902,2.28004,2.29224,2.35791,2.44459,2.53092,2.58958,2.58863,2.59228,2.56434,2.53812,2.49025,2.46848,2.41653,2.38952,2.3567,2.33124,2.32528,2.32176,2.31896,2.35181,2.43454,2.58437,2.77301,14,14.1,N,N,N
GC213055,2.59592,2.54979,2.51059,2.47806,2.44899,2.42145,2.39388,2.36832,2.34995,2.34337,2.35238,2.37825,2.40835,2.42148,2.40907,2.38967,2.39185,2.43465,2.52019,2.62152,2.69463,2.71989,2.71252,2.68667,2.64804,2.6048,2.56076,2.5187,2.47735,2.4397,2.40888,2.386,2.37283,2.37168,2.39346,2.46349,2.59818,2.77784,14,8.8,N,N,N
119A,2.84354,2.78092,2.74637,2.72114,2.7226,2.67608,2.60272,2.51413,2.43479,2.38264,2.35199,2.35012,2.35751,2.3626,2.35103,2.3453,2.3622,2.43028,2.51214,2.5884,2.63825,2.63199,2.63274,2.60337,2.57723,2.53035,2.51032,2.4607,2.43621,2.40601,2.38193,2.37893,2.37872,2.37845,2.41302,2.49652,2.64679,2.83595,14.1,16.3,N,N,N
SW197.8.4,2.87545,2.81529,2.76384,2.72181,2.68431,2.64779,2.60797,2.56693,2.53417,2.518,2.5256,2.55904,2.59924,2.61422,2.59074,2.55595,2.54963,2.60217,2.71894,2.85675,2.93658,2.94973,2.92571,2.88019,2.82155,2.75844,2.6949,2.63328,2.57403,2.5203,2.4717,2.43336,2.40753,2.39771,2.41946,2.50553,2.6765,2.89932,8.8,8.1,Y,Y,Y
209,2.76503,2.70328,2.66746,2.63992,2.63918,2.59023,2.51513,2.42476,2.34259,2.2861,2.25049,2.24312,2.2453,2.24764,2.23579,2.23106,2.249,2.31675,2.39436,2.46348,2.50788,2.49872,2.49784,2.46767,2.44103,2.39392,2.37355,2.32346,2.29975,2.27117,2.24815,2.24667,2.24764,2.24819,2.28285,2.36396,2.50933,2.69035,13.6,17.6,N,N,N
GC2601059,2.91777,2.8595,2.80681,2.75705,2.70887,2.66459,2.62317,2.58496,2.5537,2.53153,2.5215,2.52609,2.53891,2.54111,2.51945,2.48771,2.47212,2.49541,2.56307,2.65541,2.72416,2.74543,2.73527,2.70813,2.66969,2.62696,2.58528,2.5459,2.50592,2.4676,2.43441,2.40723,2.38766,2.37657,2.38087,2.42478,2.53572,2.70364,12.2,9,N,N,N
1008,2.84142,2.79248,2.74675,2.70545,2.67157,2.64261,2.6135,2.58308,2.55836,2.54547,2.54889,2.57057,2.60199,2.61954,2.60635,2.57881,2.56929,2.60472,2.69107,2.80498,2.89184,2.9235,2.91742,2.89035,2.85031,2.80507,2.76072,2.71793,2.67515,2.63412,2.59968,2.57271,2.55449,2.54593,2.55483,2.60657,2.73043,2.91321,9.9,9.1,N,N,N
W248,2.92097,2.85097,2.80853,2.77477,2.76722,2.71088,2.62849,2.53199,2.44582,2.3875,2.35151,2.34602,2.35064,2.34946,2.32471,2.29957,2.29215,2.33638,2.41208,2.50123,2.5655,2.56919,2.57748,2.5529,2.5286,2.48198,2.46046,2.4077,2.37884,2.34292,2.31032,2.29749,2.28731,2.27838,2.30542,2.38054,2.51743,2.69059,14.7,10.1,N,N,N
GC214025,2.91539,2.85709,2.80746,2.76534,2.72545,2.68732,2.64953,2.61398,2.58589,2.5693,2.56791,2.58281,2.60188,2.60451,2.5825,2.55361,2.54457,2.57553,2.6513,2.74767,2.8188,2.84347,2.83644,2.81076,2.77165,2.72709,2.68142,2.63742,2.59371,2.55355,2.51957,2.49376,2.47831,2.47559,2.49669,2.56742,2.70275,2.88306,16.5,7.8,N,N,N
SW196.10.7,2.52825,2.47538,2.43079,2.39501,2.36476,2.33627,2.30485,2.27162,2.24441,2.23139,2.23939,2.26974,2.30593,2.32123,2.30646,2.28534,2.2911,2.34659,2.44543,2.55067,2.6124,2.62357,2.60479,2.56774,2.51753,2.4622,2.40535,2.34916,2.29707,2.25189,2.21275,2.18411,2.16714,2.16333,2.18608,2.26578,2.42084,2.61833,10.8,10.9,N,N,N
SW122.9.4,2.56982,2.51496,2.46861,2.43044,2.39784,2.36715,2.33359,2.29868,2.27005,2.25579,2.26274,2.29215,2.3277,2.34245,2.32553,2.30025,2.30112,2.35176,2.44976,2.55901,2.62483,2.63792,2.61927,2.58129,2.53015,2.47348,2.41507,2.35742,2.30423,2.25793,2.21722,2.18618,2.16672,2.16106,2.18208,2.25938,2.41274,2.61071,9.6,10.1,N,N,N
W117,3.07797,3.00417,2.95824,2.92146,2.91152,2.85277,2.76786,2.66886,2.58007,2.51946,2.48107,2.47321,2.47574,2.47282,2.44647,2.41943,2.40974,2.45228,2.52898,2.62022,2.68344,2.68422,2.68958,2.6625,2.63645,2.58874,2.56694,2.514,2.48454,2.44743,2.41348,2.39903,2.38735,2.37685,2.40269,2.47722,2.61479,2.78995,13.9,9.2,N,N,N
11082.14.4,2.90854,2.82225,2.74673,2.6808,2.62187,2.56714,2.51289,2.45938,2.41259,2.37867,2.36345,2.36977,2.38277,2.37912,2.35098,2.31816,2.30961,2.34572,2.42463,2.51591,2.57218,2.58415,2.57041,2.54076,2.49935,2.45371,2.40717,2.36141,2.315,2.27301,2.23776,2.21249,2.19808,2.19729,2.22308,2.30695,2.46322,2.6622,14.7,10,N,N,N
GC2601026,3.94429,3.87837,3.81267,3.76707,3.7203,3.68096,3.64301,3.60388,3.5681,3.54575,3.54012,3.55336,3.57533,3.58712,3.57193,3.54042,3.52382,3.549,3.62357,3.72943,3.80971,3.83633,3.82451,3.79373,3.74857,3.70079,3.65326,3.61406,3.56574,3.5177,3.48145,3.4507,3.42615,3.41581,3.42067,3.48052,3.61553,3.87549,8.5,8.5,Y,Y,Y
215,2.96953,2.89532,2.84913,2.81265,2.80355,2.74682,2.66374,2.56633,2.47868,2.41906,2.38224,2.37601,2.38041,2.38183,2.36487,2.35275,2.36392,2.42922,2.51303,2.59431,2.64883,2.64474,2.64594,2.61545,2.5868,2.53649,2.51252,2.45872,2.43044,2.39716,2.36982,2.36393,2.3614,2.35962,2.39361,2.47837,2.63187,2.82632,14.1,15.7,N,N,N
11677.15.2,2.80092,2.71832,2.64627,2.58318,2.52749,2.47545,2.42382,2.37299,2.32868,2.29696,2.28346,2.29086,2.30437,2.30214,2.27667,2.24705,2.24084,2.27736,2.35338,2.43923,2.49266,2.50517,2.49389,2.46759,2.42931,2.38658,2.34222,2.29837,2.2546,2.21504,2.18234,2.15934,2.14686,2.14651,2.1719,2.25287,2.40252,2.59308,15.5,10.4,N,N,N
149,3.10345,3.02674,2.97896,2.9418,2.93289,2.87658,2.79362,2.69569,2.60889,2.55182,2.51976,2.51977,2.53087,2.53678,2.52105,2.5102,2.52672,2.60228,2.69964,2.79326,2.85351,2.84897,2.84623,2.81041,2.77627,2.72086,2.69233,2.63447,2.60218,2.56546,2.5356,2.52789,2.52447,2.52247,2.5584,2.65037,2.81832,3.03347,12.7,15.2,N,N,N
W26,3.04924,2.97485,2.92699,2.8875,2.87439,2.81225,2.72421,2.62215,2.5302,2.46602,2.42413,2.41287,2.4121,2.40696,2.37996,2.35392,2.34655,2.39159,2.46653,2.5523,2.61262,2.61274,2.61792,2.59088,2.56465,2.51642,2.4939,2.4404,2.41098,2.37481,2.34248,2.33011,2.32086,2.31278,2.34087,2.41804,2.55926,2.73861,14.6,10.7,N,N,N
GC213075,2.42891,2.38951,2.35676,2.33045,2.30765,2.28634,2.26451,2.244,2.23016,2.22735,2.23941,2.26759,2.29973,2.31633,2.30904,2.29528,2.30276,2.34931,2.43544,2.5336,2.60274,2.62567,2.61696,2.5905,2.55269,2.51124,2.46954,2.42999,2.39171,2.3574,2.32938,2.30924,2.29809,2.29851,2.3202,2.38722,2.51688,2.69068,0.1,10.4,Y,Y,Y
SW202.9.5,2.63301,2.57936,2.5347,2.49913,2.46929,2.44083,2.40917,2.37578,2.34942,2.33871,2.35058,2.38637,2.42847,2.4471,2.43137,2.40767,2.41322,2.47351,2.5835,2.70354,2.7748,2.78863,2.76844,2.72819,2.67475,2.61608,2.55629,2.49802,2.44305,2.39484,2.35321,2.32229,2.30399,2.30009,2.32498,2.41168,2.58053,2.79813,9.7,10.5,N,N,N
11061.14.0,2.76837,2.6807,2.60397,2.53697,2.47789,2.42372,2.37055,2.31918,2.27475,2.24438,2.23334,2.24407,2.26213,2.26384,2.24152,2.21605,2.21696,2.26292,2.34635,2.43618,2.49239,2.50649,2.49488,2.46758,2.42846,2.38463,2.33994,2.2959,2.25214,2.21334,2.18234,2.16147,2.15171,2.15398,2.18208,2.26705,2.42633,2.62921,14,12,N,N,N
1012,2.45686,2.41723,2.38051,2.34765,2.32183,2.30073,2.27938,2.25641,2.23779,2.229,2.23427,2.25498,2.28367,2.30031,2.29116,2.27069,2.26706,2.303,2.37955,2.47459,2.54728,2.57572,2.57215,2.55035,2.51701,2.4786,2.44052,2.40368,2.36718,2.33292,2.30534,2.2849,2.27235,2.26785,2.27815,2.32526,2.43587,2.59736,10.5,11.1,N,N,N
